Lang Class,Lang Subclass,Train Size,Model,Embd Dim,EarlyStop,Round #,Test Set,Accuracy,Recall,Precision
SL,SL4,1k,s-rnn,100,False,3,Test2,0.847000002861023,0.847000002861023,0.847000002861023
SL,SL4,1k,s-rnn,100,True,3,Test1,0.9010000228881836,0.9010000228881836,0.9010000228881836
SL,SL4,1k,s-rnn,100,True,3,Test2,0.8399999737739563,0.8399999737739563,0.8399999737739563
SL,SL4,10k,lstm,10,False,1,Test1,0.9925000071525574,0.9925000071525574,0.9925000071525574
SL,SL4,10k,lstm,10,False,1,Test2,0.9749000072479248,0.9749000072479248,0.9749000072479248
SL,SL4,10k,lstm,10,True,1,Test1,0.8772000074386597,0.8772000074386597,0.8772000074386597
SL,SL4,10k,lstm,10,True,1,Test2,0.77920001745224,0.77920001745224,0.77920001745224
SL,SL4,10k,lstm,10,False,2,Test1,0.9690999984741211,0.9690999984741211,0.9690999984741211
SL,SL4,10k,lstm,10,False,2,Test2,0.9484000205993652,0.9484000205993652,0.9484000205993652
SL,SL4,10k,lstm,10,True,2,Test1,0.968500018119812,0.968500018119812,0.968500018119812
SL,SL4,10k,lstm,10,True,2,Test2,0.8989999890327454,0.8989999890327454,0.8989999890327454
SL,SL4,10k,lstm,30,False,1,Test1,1.0,1.0,1.0
SL,SL4,10k,lstm,30,False,1,Test2,1.0,1.0,1.0
SL,SL4,10k,lstm,30,True,1,Test1,0.9986000061035156,0.9986000061035156,0.9986000061035156
SL,SL4,10k,lstm,30,True,1,Test2,0.9988999962806702,0.9988999962806702,0.9988999962806702
SL,SL4,10k,lstm,30,False,2,Test1,1.0,1.0,1.0
SL,SL4,10k,lstm,30,False,2,Test2,0.9998999834060669,0.9998999834060669,0.9998999834060669
SL,SL4,10k,lstm,30,True,2,Test1,0.9998000264167786,0.9998000264167786,0.9998000264167786
SL,SL4,10k,lstm,30,True,2,Test2,0.9973000288009644,0.9973000288009644,0.9973000288009644
SL,SL4,10k,lstm,100,False,1,Test1,0.9998999834060669,0.9998999834060669,0.9998999834060669
SL,SL4,10k,lstm,100,False,1,Test2,1.0,1.0,1.0
SL,SL4,10k,lstm,100,True,1,Test1,0.9993000030517578,0.9993000030517578,0.9993000030517578
SL,SL4,10k,lstm,100,True,1,Test2,0.9995999932289124,0.9995999932289124,0.9995999932289124
SL,SL4,10k,lstm,100,False,2,Test1,1.0,1.0,1.0
SL,SL4,10k,lstm,100,False,2,Test2,1.0,1.0,1.0
SL,SL4,10k,lstm,100,True,2,Test1,0.9997000098228455,0.9997000098228455,0.9997000098228455
SL,SL4,10k,lstm,100,True,2,Test2,0.9987000226974487,0.9987000226974487,0.9987000226974487
SL,SL4,10k,s-rnn,10,False,1,Test1,0.9743000268936157,0.9743000268936157,0.9743000268936157
SL,SL4,10k,s-rnn,10,False,1,Test2,0.9416000247001648,0.9416000247001648,0.9416000247001648
SL,SL4,10k,s-rnn,10,True,1,Test1,0.9606999754905701,0.9606999754905701,0.9606999754905701
SL,SL4,10k,s-rnn,10,True,1,Test2,0.8759999871253967,0.8759999871253967,0.8759999871253967
SL,SL4,10k,s-rnn,10,False,2,Test1,0.9710999727249146,0.9710999727249146,0.9710999727249146
SL,SL4,10k,s-rnn,10,False,2,Test2,0.9309999942779541,0.9309999942779541,0.9309999942779541
SL,SL4,10k,s-rnn,10,True,2,Test1,0.9624000191688538,0.9624000191688538,0.9624000191688538
SL,SL4,10k,s-rnn,10,True,2,Test2,0.9075999855995178,0.9075999855995178,0.9075999855995178
SL,SL4,10k,s-rnn,30,False,1,Test1,0.9980000257492065,0.9980000257492065,0.9980000257492065
